"Transmitter Name","Transmitter ID"
"Satellite/SA0201/Sensor/F/Transmitter/BF",0

"Receiver Name","Receiver ID"
"Satellite/SA0211/Sensor/F/Receiver/RF",0

"Time (UTCG)","Link To ID","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Xmtr Azimuth - Phi (deg)","Xmtr Elevation - Theta (deg)","Range (km)","Rcvr Azimuth - Phi (deg)","Rcvr Elevation - Theta (deg)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Carrier Power at Rcvr Input (dBW)","Flux Density (dBW/m^2)","Rcvr Gain (dB)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Losss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Train (K)","Tatmos (K)","TcloudsFog (K)","TtropoScintill (K)","Tsun (K)","Tearth (K)","Tcosmic (K)","Tother (K)","Tantenna (K)","Tequiv (K)","g/T (dB/K)","C/No (dB*Hz)","C/(No+Io) (dB*Hz)","Bandwidth (MHz)","Bandwidth Overlap (units)","Pol. Rel. Angle (deg)","Polarization Effic (dB)","C/N (dB)","C/(N+I) (dB)","Eb/No (dB)","Eb/(No+Io) (dB)","BER","BER+I","C/I (dB)","DeltaT/T (dB)","Pwr Flux Density (dBW/m^2)"
27 Mar 2026 04:50:00.000,0,16.990,41.8926,58.882,359.880,0.000,3965.8932,359.871,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:51:00.000,0,16.990,41.8926,58.882,359.877,0.000,3965.8932,359.873,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:52:00.000,0,16.990,41.8926,58.882,359.875,0.000,3965.8932,359.875,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:53:00.000,0,16.990,41.8926,58.882,359.873,0.000,3965.8932,359.878,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:54:00.000,0,16.990,41.8926,58.882,359.871,0.000,3965.8932,359.881,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:55:00.000,0,16.990,41.8926,58.882,359.870,0.000,3965.8932,359.885,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:56:00.000,0,16.990,41.8926,58.882,359.870,0.000,3965.8932,359.889,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:57:00.000,0,16.990,41.8926,58.882,359.870,0.000,3965.8932,359.893,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:58:00.000,0,16.990,41.8926,58.882,359.870,0.000,3965.8932,359.898,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 04:59:00.000,0,16.990,41.8926,58.882,359.872,0.000,3965.8932,359.904,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:00:00.000,0,16.990,41.8926,58.882,359.873,0.000,3965.8932,359.910,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:01:00.000,0,16.990,41.8926,58.882,359.875,0.000,3965.8932,359.916,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:02:00.000,0,16.990,41.8926,58.882,359.878,0.000,3965.8932,359.922,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:03:00.000,0,16.990,41.8926,58.882,359.881,0.000,3965.8932,359.929,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:04:00.000,0,16.990,41.8926,58.882,359.885,0.000,3965.8932,359.936,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:05:00.000,0,16.990,41.8926,58.882,359.889,0.000,3965.8932,359.944,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:06:00.000,0,16.990,41.8926,58.882,359.894,0.000,3965.8932,359.952,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:07:00.000,0,16.990,41.8926,58.882,359.899,0.000,3965.8932,359.959,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:08:00.000,0,16.990,41.8926,58.882,359.904,0.000,3965.8932,359.967,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:09:00.000,0,16.990,41.8926,58.882,359.910,0.000,3965.8932,359.976,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:10:00.000,0,16.990,41.8926,58.882,359.917,0.000,3965.8932,359.984,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:11:00.000,0,16.990,41.8926,58.882,359.923,0.000,3965.8932,359.992,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:12:00.000,0,16.990,41.8926,58.882,359.930,0.000,3965.8932,0.001,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:13:00.000,0,16.990,41.8926,58.882,359.937,0.000,3965.8932,0.009,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:14:00.000,0,16.990,41.8926,58.882,359.945,0.000,3965.8932,0.017,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:15:00.000,0,16.990,41.8926,58.882,359.952,0.000,3965.8932,0.025,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:16:00.000,0,16.990,41.8926,58.882,359.960,0.000,3965.8932,0.034,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:17:00.000,0,16.990,41.8926,58.882,359.968,0.000,3965.8932,0.042,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:18:00.000,0,16.990,41.8926,58.882,359.976,0.000,3965.8932,0.049,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:19:00.000,0,16.990,41.8926,58.882,359.985,0.000,3965.8932,0.057,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:20:00.000,0,16.990,41.8926,58.882,359.993,0.000,3965.8932,0.065,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:21:00.000,0,16.990,41.8926,58.882,0.001,0.000,3965.8932,0.072,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:22:00.000,0,16.990,41.8926,58.882,0.010,0.000,3965.8932,0.078,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:23:00.000,0,16.990,41.8926,58.882,0.018,0.000,3965.8932,0.085,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:24:00.000,0,16.990,41.8926,58.882,0.026,0.000,3965.8932,0.091,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:25:00.000,0,16.990,41.8926,58.882,0.034,0.000,3965.8932,0.097,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:26:00.000,0,16.990,41.8926,58.882,0.042,0.000,3965.8932,0.102,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:27:00.000,0,16.990,41.8926,58.882,0.050,0.000,3965.8932,0.107,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:28:00.000,0,16.990,41.8926,58.882,0.058,0.000,3965.8932,0.112,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:29:00.000,0,16.990,41.8926,58.882,0.065,0.000,3965.8932,0.116,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:30:00.000,0,16.990,41.8926,58.882,0.072,0.000,3965.8932,0.119,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:31:00.000,0,16.990,41.8926,58.882,0.079,0.000,3965.8932,0.123,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:32:00.000,0,16.990,41.8926,58.882,0.086,0.000,3965.8932,0.125,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:33:00.000,0,16.990,41.8926,58.882,0.092,0.000,3965.8932,0.127,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:34:00.000,0,16.990,41.8926,58.882,0.098,0.000,3965.8932,0.129,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:35:00.000,0,16.990,41.8926,58.882,0.103,0.000,3965.8932,0.130,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:36:00.000,0,16.990,41.8926,58.882,0.108,0.000,3965.8932,0.130,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:37:00.000,0,16.990,41.8926,58.882,0.112,0.000,3965.8932,0.130,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:38:00.000,0,16.990,41.8926,58.882,0.116,0.000,3965.8932,0.130,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:39:00.000,0,16.990,41.8926,58.882,0.120,0.000,3965.8932,0.129,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:40:00.000,0,16.990,41.8926,58.882,0.123,0.000,3965.8932,0.127,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:41:00.000,0,16.990,41.8926,58.882,0.125,0.000,3965.8932,0.125,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:42:00.000,0,16.990,41.8926,58.882,0.127,0.000,3965.8932,0.122,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:43:00.000,0,16.990,41.8926,58.882,0.129,0.000,3965.8932,0.119,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
27 Mar 2026 05:44:00.000,0,16.990,41.8926,58.882,0.130,0.000,3965.8932,0.115,0.000,40.000,-137.573,-101.701,-84.0766,35.8720,196.4558,0.0000,0.0000,0.0000,0.0000,196.4558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,290.000,11.2480,102.2737,102.2737,50.0000,1.0000,0.000,0.0000,25.2840,25.2840,22.2737,22.2737,1.8874e-13,1.8874e-13,3000.0000,-9999.9900,-9999.9900
